,[1] Accuracy,[2] Accuracy,[3] Accuracy,[1] Steps,[2] Steps,[3] Steps,[1] Time,[2] Time,[3] Time
5112,75.0,85.71428571428571,50.0,8.0,7.0,6.0,3.054109811782837,50.05311989784241,180.87239909172058
5113,94.5945945945946,94.44444444444444,97.14285714285714,37.0,36.0,35.0,3.016525983810425,52.53085255622864,184.23275065422058
5114,90.0,87.17948717948721,97.36842105263158,40.0,39.0,38.0,3.211981773376465,53.58101201057434,171.61497354507446
5115,88.57142857142857,88.23529411764706,87.87878787878788,35.0,34.0,33.0,3.0551583766937256,50.39683246612549,169.11576437950134
5116,12.0,29.16666666666667,30.434782608695656,25.0,24.0,23.0,3.024665117263794,50.6720552444458,172.9767119884491
5117,91.42857142857143,82.35294117647058,78.78787878787878,35.0,34.0,33.0,3.0945849418640137,49.93602156639099,177.0648467540741
5118,79.41176470588233,81.81818181818183,87.5,34.0,33.0,32.0,3.309319019317627,48.72015810012818,183.62706875801086
5119,50.0,20.0,29.16666666666667,26.0,25.0,24.0,3.2808315753936768,50.618592023849494,185.45425820350647
5120,77.7777777777778,42.30769230769232,68.0,27.0,26.0,25.0,3.208345651626587,50.761953830718994,172.1305856704712
5121,91.66666666666666,9.090909090909092,60.0,12.0,11.0,10.0,3.347303867340088,49.42064428329468,177.63492345809937
5122,100.0,88.23529411764706,100.0,18.0,17.0,16.0,3.186647653579712,50.124539136886604,172.6261842250824
5123,75.55555555555556,81.81818181818183,81.3953488372093,45.0,44.0,43.0,3.430006742477417,52.8110089302063,185.22608137130737
5124,63.157894736842096,44.444444444444436,29.411764705882355,19.0,18.0,17.0,4.044791221618652,52.58629441261292,175.41631293296814
5125,94.11764705882351,100.0,100.0,17.0,16.0,15.0,3.3462553024291988,49.45290517807007,173.27110528945926
5126,78.04878048780488,57.49999999999999,71.7948717948718,41.0,40.0,39.0,3.494290590286255,53.08921599388122,171.87036538124084
5127,92.30769230769228,73.68421052631578,81.08108108108108,39.0,38.0,37.0,3.6329989433288574,47.45799160003662,187.402361869812
5128,16.129032258064516,26.66666666666667,31.03448275862069,31.0,30.0,29.0,3.585687160491944,49.09208416938782,178.22342991828918
5129,94.11764705882351,84.84848484848484,84.375,34.0,33.0,32.0,3.4950690269470215,49.90393090248108,181.99387097358704
5130,88.88888888888891,94.28571428571428,91.17647058823529,36.0,35.0,34.0,3.654005289077759,47.08692741394043,179.6964874267578
5132,40.0,55.17241379310346,32.142857142857146,30.0,29.0,28.0,3.7342355251312256,45.624144554138184,172.1725914478302
5133,100.0,92.6829268292683,100.0,42.0,41.0,40.0,3.697666883468628,49.49743318557739,191.57547163963318
5134,89.18918918918921,88.88888888888891,85.71428571428571,37.0,36.0,35.0,3.780958652496338,52.81469941139221,180.7582483291626
5135,63.33333333333333,79.3103448275862,82.14285714285714,30.0,29.0,28.0,3.781005382537842,46.162765741348274,177.70604252815247
5136,96.875,61.29032258064516,43.33333333333334,32.0,31.0,30.0,3.837069988250733,48.41234350204468,162.33074307441714
5137,91.42857142857143,64.70588235294117,78.78787878787878,35.0,34.0,33.0,3.730503559112549,50.951607465744026,177.67111706733704
5138,85.0,94.87179487179485,94.73684210526315,40.0,39.0,38.0,3.7305316925048833,48.560500383377075,186.7304484844208
5140,78.94736842105263,64.86486486486487,75.0,38.0,37.0,36.0,3.819114923477173,48.069192171096795,182.14142966270447
5141,83.33333333333334,73.91304347826086,95.45454545454544,24.0,23.0,22.0,3.6779661178588867,48.53480935096741,183.273782491684
5142,95.45454545454544,33.33333333333333,100.0,22.0,21.0,20.0,3.749764442443848,47.4745979309082,182.1062541007996
5143,100.0,93.75,90.32258064516128,33.0,32.0,31.0,3.793111324310303,48.60903763771057,182.52409267425537
5144,98.14814814814815,86.7924528301887,90.3846153846154,54.0,53.0,52.0,4.053882122039795,49.77189826965332,174.7767467498779
5145,88.3720930232558,100.0,100.0,43.0,42.0,41.0,3.968449831008911,51.36889696121216,189.89497423172
5146,79.54545454545455,67.44186046511628,100.0,44.0,43.0,42.0,3.882859468460083,48.17581248283386,179.3143048286438
5147,100.0,88.0,95.83333333333334,26.0,25.0,24.0,4.0777246952056885,53.02285647392273,171.0524625778198
5148,85.29411764705883,63.63636363636363,81.25,34.0,33.0,32.0,3.941132307052612,50.51469039916992,189.24530863761902
5149,100.0,70.83333333333334,100.0,25.0,24.0,23.0,3.960172176361084,49.04631638526917,181.22294688224792
5150,89.18918918918921,88.88888888888891,88.57142857142857,37.0,36.0,35.0,4.041229724884033,46.90753936767578,188.1404449939728
5151,80.0,92.30769230769228,81.57894736842105,40.0,39.0,38.0,4.282673120498656,52.40937352180481,182.45853590965268
5152,52.5,46.153846153846146,84.21052631578947,40.0,39.0,38.0,4.287390232086182,53.743342161178596,167.95813274383542
5153,60.86956521739131,45.45454545454545,47.61904761904761,23.0,22.0,21.0,4.110884666442871,50.15940618515015,182.59680914878845
5154,100.0,85.1063829787234,86.95652173913044,48.0,47.0,46.0,4.140780210494995,52.610108852386475,187.5605537891388
5155,48.780487804878035,75.0,82.05128205128204,41.0,40.0,39.0,4.739373683929443,49.39896368980408,181.01602840423584
5156,90.9090909090909,61.904761904761905,95.0,22.0,21.0,20.0,4.1800522804260245,50.73190784454346,185.37730646133426
5157,81.48148148148148,42.30769230769232,68.0,27.0,26.0,25.0,4.531965494155884,49.29653692245483,185.21913957595825
5158,96.15384615384615,56.00000000000001,95.83333333333334,26.0,25.0,24.0,4.73178505897522,52.54614520072937,187.40781784057617
5159,77.7777777777778,65.9090909090909,86.04651162790701,45.0,44.0,43.0,4.4788658618927,48.58439445495606,171.21136260032654
5160,70.45454545454545,83.72093023255816,83.33333333333334,44.0,43.0,42.0,4.676037788391113,50.750652551651,187.62462854385376
5161,82.92682926829268,82.5,87.17948717948721,41.0,40.0,39.0,4.594252824783325,49.45649743080139,176.776211977005
5162,93.10344827586206,71.42857142857143,74.07407407407408,29.0,28.0,27.0,4.454642057418823,48.53359603881836,180.41330671310425
5163,70.49180327868852,88.33333333333331,76.27118644067797,61.0,60.0,59.0,4.637753486633301,51.14643430709839,175.65591740608215
5164,87.09677419354837,100.0,82.75862068965517,31.0,30.0,29.0,4.448644399642944,49.921626329422,184.81441378593445
5165,83.33333333333334,91.42857142857143,97.05882352941177,36.0,35.0,34.0,4.745511054992676,49.28155946731568,185.3353328704834
5166,89.2857142857143,100.0,100.0,28.0,27.0,26.0,4.596210241317749,50.701988697052,178.63463115692142
5167,58.82352941176471,60.60606060606061,46.875,34.0,33.0,32.0,4.776355981826782,53.521512269973755,192.3347475528717
5168,80.0,79.74683544303798,82.05128205128204,80.0,79.0,78.0,4.942758321762085,54.85075664520264,179.9845643043518
5169,84.7457627118644,96.55172413793105,82.45614035087719,59.0,58.0,57.0,4.9149818420410165,50.55935120582581,178.82168889045715
5171,94.28571428571428,67.64705882352942,81.81818181818183,35.0,34.0,33.0,4.699272632598877,50.51633286476135,186.63741111755368
5172,86.66666666666669,88.63636363636364,90.69767441860463,45.0,44.0,43.0,4.6660799980163565,50.968289136886604,182.04046869277957
5174,100.0,61.53846153846154,96.0,27.0,26.0,25.0,4.8325817584991455,50.326064825057976,172.4571762084961
5175,69.6969696969697,50.0,61.29032258064516,33.0,32.0,31.0,4.765023708343506,48.96259903907776,180.65947341918945
5176,65.0,84.21052631578947,66.66666666666666,20.0,19.0,18.0,4.740438938140869,51.489126682281494,168.86376404762268
5177,66.66666666666666,75.0,57.14285714285714,9.0,8.0,7.0,4.6772541999816895,49.00301647186279,191.34734869003296
5178,100.0,56.25,93.54838709677419,33.0,32.0,31.0,4.855700492858887,49.57959365844727,184.84871435165402
5179,74.4186046511628,71.42857142857143,73.17073170731706,43.0,42.0,41.0,5.191691637039185,50.235499143600464,179.25587725639343
5180,100.0,76.0,87.5,26.0,25.0,24.0,5.115512371063232,51.172378301620476,195.47576880455017
5181,94.11764705882351,75.75757575757575,81.25,34.0,33.0,32.0,4.973619222640991,54.91690969467163,185.2673945426941
5182,90.24390243902441,95.0,92.30769230769228,41.0,40.0,39.0,5.085723400115967,50.928595542907715,184.23656821250918
5183,95.1219512195122,87.5,92.30769230769228,41.0,40.0,39.0,5.461716890335083,54.03172755241394,187.46996450424197
5185,89.87341772151899,87.17948717948721,80.51948051948051,79.0,78.0,77.0,5.287771701812744,54.596004247665405,153.0076162815094
5186,82.35294117647058,25.0,86.66666666666669,17.0,16.0,15.0,4.969751358032227,50.18342256546021,200.9302084445953
5188,95.74468085106385,91.30434782608695,88.88888888888891,47.0,46.0,45.0,5.098998546600342,57.53517293930054,173.66889023780826
5189,69.44444444444444,65.71428571428571,55.88235294117647,36.0,35.0,34.0,5.283234119415283,57.0426173210144,195.51931738853455
5190,98.0,79.59183673469387,97.91666666666666,50.0,49.0,48.0,5.2321722507476816,57.96528029441834,188.88950896263125
5191,96.875,90.32258064516128,90.0,32.0,31.0,30.0,5.106494426727295,56.27382016181946,182.66131067276
5193,84.61538461538461,86.8421052631579,100.0,39.0,38.0,37.0,5.222213745117188,58.44068455696106,170.60985612869263
5194,100.0,75.0,89.36170212765957,49.0,48.0,47.0,5.414044380187988,51.60564255714417,186.1783809661865
5195,78.0,71.42857142857143,77.08333333333334,50.0,49.0,48.0,5.448401689529419,51.14636754989624,178.18382787704468
5196,92.85714285714286,97.56097560975607,85.0,42.0,41.0,40.0,5.290399074554443,57.73820209503174,201.130487203598
5197,93.47826086956522,82.2222222222222,86.36363636363636,46.0,45.0,44.0,5.431504726409912,58.378013134002686,189.32265210151672
5198,52.941176470588246,68.75,20.0,17.0,16.0,15.0,5.341298818588257,58.14437198638916,189.0294885635376
5199,95.0,89.74358974358975,92.10526315789473,40.0,39.0,38.0,5.538862705230713,57.94129109382629,183.8395528793335
5200,87.87878787878788,81.25,80.64516129032258,33.0,32.0,31.0,5.491917133331299,51.02776336669922,195.8067092895508
5201,95.34883720930232,90.4761904761905,90.24390243902441,43.0,42.0,41.0,5.587241888046265,51.90471649169922,188.96419978141785
5202,97.2972972972973,86.11111111111109,82.85714285714286,37.0,36.0,35.0,5.8881781101226816,52.404690265655525,194.33795642852783
5203,100.0,58.33333333333334,100.0,25.0,24.0,23.0,5.627317905426025,52.96785020828247,191.95300388336184
5204,89.18918918918921,72.2222222222222,94.28571428571428,37.0,36.0,35.0,5.571942090988159,50.09591269493103,193.7940616607666
5205,76.08695652173914,46.66666666666666,77.27272727272727,46.0,45.0,44.0,5.8405115604400635,51.8196496963501,175.92305541038513
5206,86.53846153846155,80.3921568627451,88.0,52.0,51.0,50.0,5.741190910339356,54.24331760406494,203.3837738037109
5207,69.6969696969697,71.875,70.96774193548387,33.0,32.0,31.0,5.600234031677246,53.935965776443474,187.1053836345673
5208,92.10526315789473,86.4864864864865,86.11111111111109,38.0,37.0,36.0,6.25531816482544,59.26505756378174,175.0210747718811
5209,86.4864864864865,61.111111111111114,48.57142857142857,37.0,36.0,35.0,5.928402423858643,56.24415421485901,184.7922134399414
5211,96.55172413793105,89.2857142857143,96.29629629629628,29.0,28.0,27.0,6.531217575073242,51.64147830009461,174.05739903450012
5212,88.5135135135135,88.47457627118645,86.73469387755102,296.0,295.0,294.0,7.536520719528197,57.337246417999275,191.9628336429596
5213,32.0,41.66666666666667,30.434782608695656,25.0,24.0,23.0,6.353652715682983,59.94745254516602,188.7702875137329
5214,64.0,62.5,69.56521739130434,25.0,24.0,23.0,6.018153667449951,58.10949444770813,197.1537129878997
5215,100.0,60.71428571428571,100.0,29.0,28.0,27.0,5.877873659133911,54.63139700889587,198.03531789779663
5216,57.14285714285714,76.47058823529412,57.57575757575758,35.0,34.0,33.0,6.023342609405518,52.84503555297852,182.94907402992249
5217,97.43589743589745,81.57894736842105,97.2972972972973,39.0,38.0,37.0,6.138826370239258,53.78540897369385,191.82310152053842
5218,100.0,48.38709677419354,96.66666666666669,32.0,31.0,30.0,6.314940452575684,51.78621816635132,188.6380081176757
5219,76.10619469026548,69.64285714285714,70.27027027027027,113.0,112.0,111.0,6.6632936000823975,57.530226945877075,203.466742515564
5221,88.88888888888891,100.0,56.25,18.0,17.0,16.0,6.077930688858032,56.48036479949951,178.74135613441467
5222,90.0,78.94736842105263,72.2222222222222,20.0,19.0,18.0,6.311350584030151,56.96112275123596,191.31097769737244
5223,60.0,66.66666666666666,50.0,10.0,9.0,8.0,6.285319566726685,51.45902848243714,208.7350754737854
5224,89.65517241379311,89.2857142857143,88.88888888888891,29.0,28.0,27.0,6.425387859344482,52.82870554924011,186.70485186576843
5225,89.65517241379311,92.85714285714286,81.48148148148148,29.0,28.0,27.0,6.741302728652954,52.00751757621765,197.44526433944702
5226,85.71428571428571,76.92307692307693,66.66666666666666,14.0,13.0,12.0,6.288739442825317,51.46744132041931,181.8490822315216
5227,95.45454545454544,81.3953488372093,97.61904761904762,44.0,43.0,42.0,6.329319715499878,50.59096312522888,207.8902008533477
5228,50.877192982456144,60.71428571428571,70.9090909090909,57.0,56.0,55.0,6.6636602878570566,55.59072232246399,197.6391804218292
5229,86.66666666666669,14.285714285714285,69.23076923076923,15.0,14.0,13.0,6.2641663551330575,56.98270988464356,188.35889196395874
5230,100.0,63.63636363636363,80.0,12.0,11.0,10.0,6.225042343139648,58.60919499397278,181.49008512496948
5231,72.0,66.66666666666666,52.17391304347826,25.0,24.0,23.0,6.32924222946167,58.30380201339722,204.29658198356628
5232,92.85714285714286,65.85365853658537,100.0,42.0,41.0,40.0,6.54960036277771,60.420892238616936,196.5966992378235
5233,68.96551724137932,75.0,62.96296296296296,29.0,28.0,27.0,7.1389310359954825,57.605436086654656,189.21726536750802
5234,92.10526315789473,91.8918918918919,97.2222222222222,38.0,37.0,36.0,6.528843879699707,58.020614862442024,203.52650117874146
5235,100.0,100.0,100.0,35.0,34.0,33.0,6.7289652824401855,59.800450801849365,196.0149838924408
5236,100.0,26.470588235294123,84.84848484848484,35.0,34.0,33.0,6.722352504730225,58.14396262168884,192.72078037261963
5237,91.42857142857143,41.17647058823529,75.75757575757575,35.0,34.0,33.0,6.71891713142395,57.38204836845398,200.49384212493896
5238,92.5925925925926,73.07692307692307,88.0,27.0,26.0,25.0,6.716442108154298,60.13426375389099,186.39669370651245
5239,51.85185185185186,80.76923076923076,84.0,27.0,26.0,25.0,6.805087566375732,57.698330402374275,191.79698491096497
5240,71.42857142857143,67.64705882352942,60.60606060606061,35.0,34.0,33.0,6.579973220825195,55.76640319824219,193.6673903465271
5241,85.71428571428571,23.07692307692308,91.66666666666666,14.0,13.0,12.0,6.966245412826537,52.825071811676025,209.21541905403137
5243,37.5,100.0,83.33333333333334,8.0,7.0,6.0,6.515063524246216,53.16102743148804,212.7593913078308
5245,66.66666666666666,68.18181818181817,76.74418604651162,45.0,44.0,43.0,6.733886003494263,58.808484315872185,211.05270385742188
5246,82.6086956521739,95.45454545454544,100.0,23.0,22.0,21.0,7.119861125946045,58.40821838378906,191.1175277233124
5247,47.61904761904761,50.0,5.263157894736842,21.0,20.0,19.0,6.996657371520996,54.71917986869812,190.65707874298096
5248,83.33333333333334,59.57446808510638,86.95652173913044,48.0,47.0,46.0,7.140432119369508,53.61601328849793,203.64948678016663
5249,80.0,65.51724137931035,85.71428571428571,30.0,29.0,28.0,7.587876796722412,57.51846694946289,198.6441733837128
5250,97.43589743589745,86.8421052631579,75.67567567567569,39.0,38.0,37.0,7.281866073608397,53.670228481292725,205.0937271118164
5251,100.0,92.0,100.0,26.0,25.0,24.0,7.892552137374878,54.23230528831482,200.33214831352242
5253,90.9090909090909,70.0,66.66666666666666,11.0,10.0,9.0,6.913772106170652,53.704123973846436,208.51813960075376
5255,82.0,69.38775510204081,85.41666666666666,50.0,49.0,48.0,7.415741205215454,53.5976881980896,196.40007948875427
5256,100.0,77.7777777777778,100.0,10.0,9.0,8.0,7.35458779335022,51.49492716789246,186.0989842414856
5257,47.82608695652174,40.90909090909091,42.857142857142854,23.0,22.0,21.0,7.616514682769775,51.61576175689697,211.13684463500977
5259,92.10526315789473,94.5945945945946,94.44444444444444,38.0,37.0,36.0,7.8523309230804434,54.86922979354858,212.18786430358887
5260,97.36842105263158,86.4864864864865,86.11111111111109,38.0,37.0,36.0,7.269855737686157,58.34661293029785,194.92196226119995
5261,97.05882352941177,63.63636363636363,75.0,34.0,33.0,32.0,7.34858250617981,61.21279954910278,187.17092514038086
5262,92.85714285714286,59.25925925925925,46.153846153846146,28.0,27.0,26.0,7.5068533420562735,61.37580513954162,153.20784115791318
5263,71.42857142857143,62.96296296296296,92.30769230769228,28.0,27.0,26.0,7.542609691619872,62.04752707481384,202.28254580497745
5264,70.0,88.88888888888891,50.0,10.0,9.0,8.0,7.501051425933838,61.33396577835083,208.86898255348208
5266,66.66666666666666,100.0,80.0,12.0,11.0,10.0,8.26606011390686,59.35820651054382,207.2738344669342
5267,53.33333333333334,78.57142857142857,84.61538461538461,15.0,14.0,13.0,7.664326429367065,56.84608268737793,206.4656069278717
5268,69.6969696969697,78.125,64.51612903225806,33.0,32.0,31.0,7.634999990463258,57.62169551849365,151.02663588523862
5269,96.66666666666669,51.72413793103448,100.0,30.0,29.0,28.0,7.529818296432495,56.3561053276062,191.4215791225433
5270,48.38709677419354,46.66666666666666,48.27586206896552,31.0,30.0,29.0,8.056296586990356,55.20697617530823,206.66739797592163
5271,42.30769230769232,41.17647058823529,38.0,52.0,51.0,50.0,7.608340501785277,57.689383745193474,207.67807579040527
5272,66.66666666666666,63.414634146341456,65.0,42.0,41.0,40.0,7.607492208480835,59.6281623840332,201.23950242996216
5273,86.66666666666669,50.0,72.09302325581395,45.0,44.0,43.0,7.936727285385133,59.41422653198242,211.18647408485413
5274,62.5,85.71428571428571,83.33333333333334,8.0,7.0,6.0,7.894215583801269,57.130056858062744,204.0008275508881
5275,60.0,48.71794871794872,52.631578947368425,40.0,39.0,38.0,8.238095283508299,57.282585620880134,190.29137516021729
5276,89.47368421052632,87.5,98.1818181818182,57.0,56.0,55.0,8.115726470947267,58.649840116500854,194.4895308017731
5277,86.04651162790701,92.85714285714286,95.1219512195122,43.0,42.0,41.0,7.883629322052003,57.772844076156616,214.07504391670227
5279,73.33333333333333,70.45454545454545,83.72093023255816,45.0,44.0,43.0,7.933639764785767,57.73073649406433,191.84358096122745
5280,84.21052631578947,81.08108108108108,83.33333333333334,38.0,37.0,36.0,8.027995109558105,60.471997022628784,213.7088279724121
5281,100.0,66.66666666666666,91.30434782608695,25.0,24.0,23.0,8.301414251327515,56.657910585403435,192.06790494918823
5282,72.72727272727273,71.42857142857143,65.0,22.0,21.0,20.0,8.314189672470093,54.3716208934784,204.46707963943481
5283,97.14285714285714,67.64705882352942,90.9090909090909,35.0,34.0,33.0,8.16190505027771,56.58696818351746,210.6759316921234
5284,70.73170731707317,72.5,66.66666666666666,41.0,40.0,39.0,8.541224241256714,58.75395750999451,197.04009675979614
5285,96.0,70.83333333333334,95.65217391304348,25.0,24.0,23.0,7.956611633300781,58.28361201286316,213.7232587337494
5286,91.30434782608695,86.36363636363636,95.23809523809523,23.0,22.0,21.0,7.887664556503296,56.76791262626648,216.9063172340393
5287,100.0,65.38461538461539,100.0,27.0,26.0,25.0,8.395884990692139,60.96689748764038,216.8608934879303
5288,100.0,87.8048780487805,97.5,42.0,41.0,40.0,8.981508493423464,62.64779710769653,200.92130970954886
5289,73.17073170731706,67.5,92.30769230769228,41.0,40.0,39.0,8.802753210067747,60.100666999816895,202.01575446128845
5290,54.54545454545454,20.0,66.66666666666666,11.0,10.0,9.0,8.401321887969969,61.449957370758064,217.4665577411652
5291,100.0,100.0,100.0,9.0,8.0,7.0,8.169418573379518,59.6669135093689,208.68472814559937
5292,50.0,57.14285714285714,66.66666666666666,8.0,7.0,6.0,8.01055383682251,56.40658664703369,224.64011216163638
5293,77.5,100.0,92.10526315789473,40.0,39.0,38.0,9.139157056808473,61.27074122428894,209.19575452804563
5294,80.0,81.81818181818183,83.72093023255816,45.0,44.0,43.0,9.482117891311647,58.33923888206482,207.0258195400238
5295,83.72093023255816,76.19047619047619,70.73170731707317,43.0,42.0,41.0,8.858116865158083,60.461024045944214,208.66065907478333
5296,55.55555555555557,68.57142857142857,67.64705882352942,36.0,35.0,34.0,8.745486974716188,61.80706930160522,191.41442155838013
5297,81.65137614678899,83.41013824884793,83.7962962962963,218.0,217.0,216.0,10.364469528198242,65.9447705745697,230.97983407974243
5298,87.5,67.74193548387096,86.66666666666669,32.0,31.0,30.0,8.9399311542511,66.66152501106261,197.41600060462952
5299,95.0,84.7457627118644,98.27586206896551,60.0,59.0,58.0,9.229543924331663,61.66250729560852,221.5744297504425
5300,100.0,75.0,100.0,9.0,8.0,7.0,8.356675624847412,60.83351230621338,187.6426217556
5301,62.5,100.0,66.66666666666666,8.0,7.0,6.0,8.7176513671875,57.836817979812615,204.30324578285217
5302,70.0,84.61538461538461,68.42105263157895,40.0,39.0,38.0,9.586108446121218,61.23246932029724,228.94994711875918
5303,78.72340425531915,82.6086956521739,84.44444444444444,47.0,46.0,45.0,8.97323751449585,64.22262215614319,199.53576493263245
5304,71.42857142857143,69.23076923076923,100.0,14.0,13.0,12.0,9.429659843444824,62.011130094528205,219.65339016914368
5305,64.28571428571429,70.9090909090909,66.66666666666666,56.0,55.0,54.0,9.907532930374147,62.09767532348633,205.32716965675357
5306,92.30769230769228,100.0,83.33333333333334,26.0,25.0,24.0,9.10067367553711,61.22720336914063,203.16090297698966
5307,54.28571428571429,64.70588235294117,60.60606060606061,35.0,34.0,33.0,9.038126468658447,61.918931245803826,192.3941457271576
5308,44.444444444444436,75.0,100.0,9.0,8.0,7.0,9.244544982910156,59.98402523994446,219.6279261112213
5309,100.0,89.47368421052632,94.64285714285714,58.0,57.0,56.0,9.693547248840332,60.02273082733154,207.6636891365052
5310,88.63636363636364,55.8139534883721,85.71428571428571,44.0,43.0,42.0,9.064361333847048,60.752920627594,209.23342442512512
5311,90.0,85.5072463768116,92.64705882352942,70.0,69.0,68.0,9.44832992553711,64.8136785030365,195.5778696537017
5312,95.71428571428572,85.5072463768116,98.52941176470587,70.0,69.0,68.0,8.995553255081179,68.98862910270691,222.77405023574832
5313,95.65217391304348,59.09090909090909,80.95238095238095,23.0,22.0,21.0,9.322271347045898,64.28745126724243,210.01914763450625
5314,100.0,84.84848484848484,100.0,34.0,33.0,32.0,9.194118738174437,72.32241129875183,188.9840362071991
5315,88.57142857142857,76.47058823529412,87.87878787878788,35.0,34.0,33.0,9.054568529129027,69.05216026306152,221.1279752254486
5316,87.5,85.71428571428571,83.33333333333334,8.0,7.0,6.0,8.440138339996338,64.75395011901854,213.15111804008484
5317,76.19047619047619,75.0,84.21052631578947,21.0,20.0,19.0,8.853152036666868,61.76605701446533,206.79163908958438
5318,86.4864864864865,52.77777777777778,71.42857142857143,37.0,36.0,35.0,9.406847715377806,63.238625049591064,199.7964518070221
5319,84.21052631578947,78.37837837837837,66.66666666666666,38.0,37.0,36.0,9.25495719909668,63.99305391311646,224.664231300354
5320,87.5,60.0,100.0,16.0,15.0,14.0,9.54898738861084,59.8304386138916,204.83084654808044
5321,68.18181818181817,57.14285714285714,55.00000000000001,22.0,21.0,20.0,9.270941734313963,59.82733392715454,197.5001745223999
5322,68.0,79.16666666666666,82.6086956521739,25.0,24.0,23.0,8.909913301467897,64.37681388854979,163.00654435157776
5323,55.55555555555557,60.0,55.88235294117647,36.0,35.0,34.0,9.912718057632445,63.485243797302246,194.60769319534302
5324,84.0909090909091,86.04651162790701,83.33333333333334,44.0,43.0,42.0,9.695398330688477,67.26435112953186,228.0515263080597
5325,80.0,58.620689655172406,100.0,30.0,29.0,28.0,9.47480297088623,59.465340375900276,206.86776113510132
5326,100.0,54.16666666666666,82.6086956521739,25.0,24.0,23.0,9.523042678833008,60.459965467453,219.2375380992889
5327,76.19047619047619,70.0,78.94736842105263,21.0,20.0,19.0,9.1163227558136,73.25114583969115,234.09583973884583
5328,80.0,79.48717948717949,86.8421052631579,40.0,39.0,38.0,9.610767364501953,74.47091388702394,176.98944807052612
5329,65.38461538461539,40.0,37.5,26.0,25.0,24.0,9.490555763244627,66.65745782852173,167.44144010543826
5330,66.66666666666666,62.5,57.14285714285714,9.0,8.0,7.0,9.598125696182253,63.96835327148438,218.10557770729062
5331,84.0,45.83333333333333,100.0,25.0,24.0,23.0,9.600939750671387,62.4966197013855,204.5824601650238
5332,47.22222222222222,57.14285714285714,50.0,36.0,35.0,34.0,9.631502151489258,63.92800116539002,212.7964153289795
5333,84.84848484848484,84.375,93.54838709677419,33.0,32.0,31.0,10.848538160324097,69.84180331230165,154.93931937217712
5334,80.95238095238095,75.60975609756099,77.5,42.0,41.0,40.0,9.823329448699953,61.2398829460144,191.59661746025085
5335,31.03448275862069,39.285714285714285,29.629629629629626,29.0,28.0,27.0,10.281705141067503,62.45003652572632,221.7633731365204
5336,75.0,85.71428571428571,100.0,8.0,7.0,6.0,9.54576063156128,63.05914855003357,196.48399019241333
5338,50.0,100.0,83.33333333333334,8.0,7.0,6.0,10.058197259902952,65.66200947761536,219.67360663414001
5339,75.0,71.42857142857143,83.33333333333334,8.0,7.0,6.0,10.031470537185667,61.06763792037964,208.78959727287292
5340,84.84848484848484,59.375,100.0,33.0,32.0,31.0,10.72131371498108,61.25448966026306,208.136034488678
5341,100.0,100.0,96.55172413793105,31.0,30.0,29.0,10.236405134201052,64.5352268218994,239.3553736209869
5342,75.0,91.30434782608695,77.27272727272727,24.0,23.0,22.0,10.096810579299929,60.80192804336548,208.2732117176056
5343,82.14285714285714,66.66666666666666,65.38461538461539,28.0,27.0,26.0,10.366017818450928,68.51980876922607,197.58635210990903
5344,78.37837837837837,61.111111111111114,77.14285714285717,37.0,36.0,35.0,10.204593658447266,74.49395036697388,205.31401371955872
5345,71.9298245614035,51.78571428571429,85.45454545454545,57.0,56.0,55.0,10.122818708419802,65.91657567024231,198.3868319988251
5346,39.58333333333333,29.78723404255319,43.47826086956522,48.0,47.0,46.0,10.984478235244751,71.99843859672545,223.55692481994632
5347,52.5,30.76923076923077,39.473684210526315,40.0,39.0,38.0,10.405436754226683,70.99529647827148,231.63322830200195
5348,82.5,82.05128205128204,81.57894736842105,40.0,39.0,38.0,10.701854228973387,65.64626383781433,221.30703401565552
5349,100.0,65.38461538461539,100.0,27.0,26.0,25.0,9.956753730773926,69.70649266242981,210.1635811328888
5350,76.19047619047619,80.0,89.47368421052632,21.0,20.0,19.0,10.848339796066284,72.78135943412782,220.16672539710999
5351,92.85714285714286,75.60975609756099,82.5,42.0,41.0,40.0,10.182273149490355,68.39264893531801,208.632670879364
5352,82.85714285714286,67.64705882352942,63.63636363636363,35.0,34.0,33.0,11.23446536064148,62.419469356536865,223.93101024627688
5353,67.64705882352942,66.66666666666666,78.125,34.0,33.0,32.0,10.552460432052614,71.34168124198915,216.69498872756958
5354,84.21052631578947,83.92857142857143,81.81818181818183,57.0,56.0,55.0,10.817437410354614,77.73879742622374,235.3751814365387
5355,100.0,42.857142857142854,66.66666666666666,8.0,7.0,6.0,10.288634061813353,67.72320914268494,249.84238624572757
5356,83.0508474576271,56.896551724137936,36.84210526315789,59.0,58.0,57.0,10.884793996810913,65.33340883255005,214.70185899734497
5357,57.49999999999999,48.71794871794872,60.526315789473685,40.0,39.0,38.0,10.915466070175171,66.29756116867064,239.4946208000183
5358,55.88235294117647,60.60606060606061,71.875,34.0,33.0,32.0,10.864095687866213,62.67712664604187,245.9420027732849
5359,68.29268292682927,77.5,79.48717948717949,41.0,40.0,39.0,11.610495567321776,64.44936108589171,204.80997610092163
5360,40.0,0.0,69.23076923076923,15.0,14.0,13.0,11.22041392326355,63.29593133926392,229.9381108283997
5361,100.0,90.9090909090909,100.0,23.0,22.0,21.0,10.59715461730957,70.75231146812439,156.57769560813904
